"Story","Title","Result","Date","Stability","Duration (s)"
"CMP-3 - Buying Authorities","VIR-271.01 Verify that the Chief can configure buying authorities within My Company →Users","PENDING","2017-08-11T14:07:59.283+03:00","0.0","0.0"
"CMP-3 - Buying Authorities","VIR-271.02 Verify that the Chief can set permissions to the users separately","PENDING","2017-08-11T14:07:59.563+03:00","0.0","0.0"
"CMP-3 - Buying Authorities","VIR-271.03 Verify that the Chief can set permissions to the bulk users by setting permissions to the group","PENDING","2017-08-11T14:07:59.774+03:00","0.0","0.0"
"CMP-3 - Buying Authorities","VIR-271.04 Verify that the permissions are applied to the user/users","PENDING","2017-08-11T14:07:59.921+03:00","0.0","0.0"
